MIN,TOV,RANK,REB,PLAYER_ID,FG3A,AST,FG3M,OREB,FGM,TEAM,PTS,FGA,GP,STL,FTA,PLAYER,BLK,DREB,FTM,EFF,FT_PCT,FG_PCT,FG3_PCT
15.1,0.51,261,1.4,1627775,1.7,1.1,0.6,0.3,1.5,GSW,4.0,3.5,71,0.45,0.5,Patrick McCaw,0.21,1.1,0.4,4.5,0.784,0.433,0.333
15.8,0.5,262,3.5,201973,1.7,0.9,0.6,0.8,1.5,BOS,3.8,3.4,78,0.32,0.5,Jonas Jerebko,0.22,2.7,0.3,6.2,0.703,0.435,0.346
17.1,1.14,263,2.1,1627739,0.9,2.4,0.3,0.3,1.5,MIN,3.8,4.0,78,1.0,0.8,Kris Dunn,0.46,1.8,0.5,5.8,0.61,0.377,0.288
12.9,0.63,264,1.1,1626145,1.2,2.6,0.4,0.2,1.3,MIN,3.5,3.0,60,0.8,0.7,Tyus Jones,0.08,1.0,0.6,5.5,0.767,0.414,0.356
14.2,0.54,265,2.9,203937,0.6,1.3,0.2,0.5,1.3,SAS,3.4,2.9,72,0.71,0.8,Kyle Anderson,0.36,2.4,0.6,6.3,0.789,0.445,0.375
12.4,0.55,266,4.2,1626257,0.0,0.2,0.0,1.3,1.2,DAL,2.9,1.9,73,0.44,0.8,Salah Mejri,0.84,2.9,0.5,7.0,0.59,0.642,0.333
14.3,0.48,267,3.6,202730,0.0,0.9,0.0,1.7,1.3,IND,2.9,2.8,61,0.3,0.5,Lavoy Allen,0.39,1.9,0.4,6.0,0.697,0.458,0.0
15.2,0.67,268,1.4,203902,1.0,2.0,0.2,0.3,1.2,OKC,2.9,3.5,64,0.44,0.5,Semaj Christon,0.11,1.1,0.3,3.6,0.548,0.345,0.19
11.9,0.26,269,2.7,202325,1.7,0.3,0.4,0.4,1.1,LAC,2.7,2.9,68,0.43,0.3,Wesley Johnson,0.44,2.3,0.2,4.4,0.647,0.365,0.246
12.5,0.68,270,1.7,202732,0.7,0.9,0.3,0.3,0.9,DAL,2.5,2.3,62,0.76,0.6,DeAndre Liggins,0.23,1.4,0.4,3.7,0.625,0.387,0.37
8.6,0.27,271,2.5,202332,0.0,0.4,0.0,0.8,0.7,MIN,1.7,1.4,62,0.4,0.4,Cole Aldrich,0.37,1.7,0.2,4.4,0.682,0.523,0.0
